parent_class_p	log2FC_p	padj_p	parent_class_h	log2FC_h	padj_h	gene_id	classification
18629	equal	0.0887827275094098	0.895531302689104	equal	0.511500247808593	0.639856894649818	lcl|NC_030671.1_cds_XP_017645579.1_25229	PEI eq
18630	equal	0.282888365458148	0.488784352375961	equal	1.31231548142332	0.113592992832219	lcl|NC_030671.1_cds_XP_017645578.1_25230	PEI eq
18639	equal	0.474425325952174	0.127973891223382	equal	-0.457282168729808	0.632422604447109	lcl|NC_030671.1_cds_XP_017643515.1_25239	PEI eq
18641	equal	0.153789938001059	0.811060677157228	equal	-0.709151978948454	0.42787364534944	lcl|NC_030671.1_cds_XP_017643443.1_25241	PEI eq
18642	equal	0.605864487157363	0.0117639243200592	equal	0.168200426687941	0.902021990344506	lcl|NC_030671.1_cds_XP_017645434.1_25242	PEI eq
18647	equal	0.243954667210092	0.738743640820421	equal	0.876735220618398	0.816423793854923	lcl|NC_030671.1_cds_XP_017645706.1_25247	PEI eq
18651	equal	-0.546093359298069	0.0841032870007372	equal	-0.346027171441843	0.830113438447846	lcl|NC_030671.1_cds_XP_017644733.1_25251	PEI eq
18654	equal	-0.138026647331101	0.787445354099991	equal	0.772252917620495	0.271379262118244	lcl|NC_030671.1_cds_XP_017646310.1_25254	PEI eq
18659	equal	-0.630980987809662	0.00140331421360548	equal	-0.530057143253979	0.372106069532854	lcl|NC_030671.1_cds_XP_017645802.1_25261	PEI eq
18664	equal	-0.282681132154797	0.363630818459493	equal	-0.165470712599272	0.899777035816166	lcl|NC_030671.1_cds_XP_017643053.1_25267	PEI eq
18667	equal	-0.0661007248806421	0.895531302689104	equal	0.901866744058509	0.0680803224627273	lcl|NC_030671.1_cds_XP_017643235.1_25270	PEI eq
18674	equal	-0.486296549613789	0.0560999199506518	equal	-0.164161524737541	0.891056969001977	lcl|NC_030671.1_cds_XP_017643560.1_25278	PEI eq
18677	G_raimondii	-1.44390335121986	1.02131207169053e-05	equal	-0.503491469975163	0.891327031771144	lcl|NC_030671.1_cds_XP_017644038.1_25283	HEBl
18679	equal	0.607128387626026	0.0781840053540532	equal	-0.16896671587656	0.926431050524619	lcl|NC_030671.1_cds_XP_017645884.1_25285	PEI eq
18681	equal	-0.503611757571482	0.194631073080682	equal	0.646054916016849	0.612711269306885	lcl|NC_030671.1_cds_XP_017645932.1_25287	PEI eq
18692	equal	0.27091974521353	0.355292624831774	equal	0.159957059569637	0.911109057930784	lcl|NC_030671.1_cds_XP_017646273.1_25303	PEI eq
18694	equal	0.339646232179614	0.59633013090985	equal	-0.654171194375896	0.824309010335395	lcl|NC_030671.1_cds_XP_017643607.1_25305	PEI eq
18698	equal	0.241770779488275	0.73006549044292	equal	-0.880870083167835	0.487135191829161	lcl|NC_030671.1_cds_XP_017645872.1_25309	PEI eq
18699	equal	-0.840987140208282	0.12205697401241	G_raimondii	-1.71555392713308	0.0299344997791917	lcl|NC_030671.1_cds_XP_017645873.1_25310	HEBi
18700	G_arboreum	2.07911730266982	1.22336832155604e-11	equal	0.774149609419951	0.429461751939836	lcl|NC_030671.1_cds_XP_017643541.1_25311	HEBl
18701	equal	0.841189889635485	0.00566569105250784	equal	-0.0243035175126764	0.989649828313553	lcl|NC_030671.1_cds_XP_017645119.1_25312	PEI eq
18702	equal	0.0423511331720022	0.950875860343211	equal	3.84798982235677	0.49857697392521	lcl|NC_030671.1_cds_XP_017643468.1_25316	PEI eq
18711	G_raimondii	-2.06700373748751	0.00030442863439852	G_arboreum	6.50832995518636	0.00314462912446533	lcl|NC_030671.1_cds_XP_017643312.1_25329	HER
18715	equal	0.975145574507775	0.0330983640872583	equal	1.0312616772056	0.41750739152954	lcl|NC_030671.1_cds_XP_017642974.1_25336	PEI eq
18720	equal	0.400137169581322	0.154986203186992	equal	0.589640672863317	0.593750089245267	lcl|NC_030671.1_cds_XP_017645429.1_25342	PEI eq
18728	equal	0.0711579601217879	0.90205652016332	G_raimondii	-1.49814942456175	0.00420042024664127	lcl|NC_030671.1_cds_XP_017646431.1_25352	HEBi
18733	equal	-0.183753442926902	0.702374579918052	equal	0.516748757168006	0.880208722975878	lcl|NC_030671.1_cds_XP_017643402.1_25358	PEI eq
18738	equal	-0.0766553748795851	0.862604841853507	equal	0.605040495341433	0.450549792611087	lcl|NC_030671.1_cds_XP_017643087.1_25364	PEI eq
18746	equal	0.670746060697022	0.301297597567939	G_arboreum	7.02917780925561	0.000727868651945822	lcl|NC_030671.1_cds_XP_017643455.1_25373	HEBi
18747	equal	-0.673351736349647	0.240936778612342	equal	-0.398204028436293	0.833914864369581	lcl|NC_030671.1_cds_XP_017644842.1_25374	PEI eq
18748	equal	0.540598120544072	0.0894664139766341	equal	-0.0978463261735892	0.965840989785523	lcl|NC_030671.1_cds_XP_017645606.1_25375	PEI eq
18750	equal	0.404822154276572	0.450674680636963	equal	0.951443370668379	0.624917447906864	lcl|NC_030671.1_cds_XP_017646395.1_25380	PEI eq
18761	equal	-0.572661503334933	0.163917589766135	equal	-0.920643739158294	0.352902699516219	lcl|NC_030671.1_cds_XP_017643206.1_25393	PEI eq
18764	equal	-0.705286406239744	0.0273080947758758	equal	-0.978223736713733	0.134732339648396	lcl|NC_030671.1_cds_XP_017646199.1_25400	PEI eq
18766	equal	-0.23212672717982	0.767517062038623	equal	0.294226066742342	0.941337320412129	lcl|NC_030671.1_cds_XP_017643807.1_25402	PEI eq
18770	equal	-0.483507463299752	0.691688721572732	equal	0.672644574218775	0.856730826875639	lcl|NC_030671.1_cds_XP_017643644.1_25410	PEI eq
18773	equal	0.362765691848735	0.617491054720065	equal	-0.31742038142062	0.872173592850193	lcl|NC_030671.1_cds_XP_017644826.1_25415	PEI eq
18775	equal	-0.344272364170955	0.19268207928881	equal	-0.000151487241116079	0.999752008498976	lcl|NC_030671.1_cds_XP_017645554.1_25418	PEI eq
18776	equal	-0.556416764693756	0.29645147144422	equal	-0.110906537934748	0.981471755940054	lcl|NC_030671.1_cds_XP_017642945.1_25420	PEI eq
18778	equal	-0.0233712609554237	0.971960117366597	G_arboreum	5.66920921075928	0.0252637308412254	lcl|NC_030671.1_cds_XP_017643934.1_25425	HEBi
18780	equal	0.00642169511659342	0.993698422399671	equal	-0.39200210134357	0.925987515832111	lcl|NC_030671.1_cds_XP_017646074.1_25427	PEI eq
18781	equal	0.466115844655488	0.178023933896995	equal	-0.152811204329251	0.936578447596526	lcl|NC_030671.1_cds_XP_017645713.1_25430	PEI eq
18783	equal	-0.626293914049337	0.0708342285055696	G_raimondii	-1.72597976350071	0.0117813602466371	lcl|NC_030671.1_cds_XP_017643945.1_25433	HEBi
18785	G_arboreum	1.60737468950767	1.31605877622346e-05	G_arboreum	6.73083793576902	0.00140358273897817	lcl|NC_030671.1_cds_XP_017643642.1_25436	PEI de
18790	equal	-0.241643141964096	0.765050452687519	equal	-1.03139727669238	0.724238350737481	lcl|NC_030671.1_cds_XP_017646088.1_25447	PEI eq
18796	G_raimondii	-1.49093978368528	3.46970515933809e-06	equal	-0.569116742221887	0.682843320088351	lcl|NC_030671.1_cds_XP_017643407.1_25454	HEBl
18799	equal	0.857387672668802	0.00557814399132682	equal	-0.958413888039167	0.307956415642623	lcl|NC_030671.1_cds_XP_017643305.1_25458	PEI eq
18808	equal	-0.80421777472308	0.0687747600095657	equal	2.76847108836253	0.763083337742195	lcl|NC_030671.1_cds_XP_017643144.1_25471	PEI eq
18815	equal	-0.460448556947758	0.132807189429393	equal	0.157834026425718	0.943826171033261	lcl|NC_030671.1_cds_XP_017645391.1_25479	PEI eq
18819	equal	-0.188300078066677	0.805167478119075	equal	0.196151955760385	0.976500359438494	lcl|NC_030671.1_cds_XP_017646210.1_25483	PEI eq
18820	equal	-0.274576745540414	0.662875745382182	equal	-1.045379882275	0.332130272578806	lcl|NC_030671.1_cds_XP_017643414.1_25485	PEI eq
18825	equal	0.44041902322548	0.260405767943499	equal	-0.0762679684001254	0.970127447345791	lcl|NC_030671.1_cds_XP_017646331.1_25490	PEI eq
18834	equal	-0.106893326614685	0.919763963751274	G_arboreum	6.16107506637284	0.00971448433773942	lcl|NC_030671.1_cds_XP_017644942.1_25501	HEBi
18839	equal	-0.954034748911856	6.12932937663783e-06	equal	-0.805600700648507	0.202360036913556	lcl|NC_030671.1_cds_XP_017643304.1_25509	PEI eq
18840	equal	-0.085233834426171	0.89664904060677	equal	-0.219042531447712	0.954363479022016	lcl|NC_030671.1_cds_XP_017643449.1_25511	PEI eq
18841	equal	-0.0126939831744197	0.989565484000801	equal	-0.718351285397324	0.495677208638956	lcl|NC_030671.1_cds_XP_017643858.1_25512	PEI eq
18844	G_raimondii	-1.06513651328797	0.000308360217177575	equal	-1.36422207198661	0.196716925155579	lcl|NC_030671.1_cds_XP_017645623.1_25517	HEBl
18845	equal	-0.547660888906612	0.133819701443995	equal	0.592146929935459	0.662185109324776	lcl|NC_030671.1_cds_XP_017645628.1_25522	PEI eq
18846	equal	-0.364704118330251	0.493965294510371	equal	-0.52344495077264	0.757453695440634	lcl|NC_030671.1_cds_XP_017645630.1_25524	PEI eq
18858	equal	-0.233485885845112	0.728695111817403	equal	-1.83665159694719	0.0886940377393105	lcl|NC_030671.1_cds_XP_017643512.1_25540	PEI eq
18862	equal	-0.223964456260955	0.874455804730692	equal	0.374459576494698	0.913479553639383	lcl|NC_030671.1_cds_XP_017644119.1_25551	PEI eq
18865	equal	0.822863091779894	0.000219749225271367	equal	-0.407398060773954	0.575952032287988	lcl|NC_030671.1_cds_XP_017646461.1_25554	PEI eq
18866	equal	-0.354399908735454	0.309493324975104	equal	0.982580951634855	0.480856310994465	lcl|NC_030671.1_cds_XP_017645568.1_25555	PEI eq
18868	equal	-0.589307973820089	0.0305309446542115	equal	-0.350425582887259	0.737620379056755	lcl|NC_030671.1_cds_XP_017645886.1_25557	PEI eq
18871	equal	-0.149736347112415	0.895531302689104	equal	-1.32553577075544	0.64516149244191	lcl|NC_030671.1_cds_XP_017643095.1_25568	PEI eq
18875	G_raimondii	-1.43981876173325	7.80279219922776e-11	equal	0.203825417032628	0.877155497094934	lcl|NC_030671.1_cds_XP_017645682.1_25579	HEBl
18878	equal	-0.481377183868385	0.0565317251934218	equal	-0.461949069279087	0.467149484494999	lcl|NC_030671.1_cds_XP_017645574.1_25583	PEI eq
18880	equal	0.279925676984348	0.599335135189112	equal	-0.160141054025573	0.951987741085601	lcl|NC_030671.1_cds_XP_017646048.1_25586	PEI eq
18885	equal	-0.664369659881575	0.187294578597206	equal	-0.998464897247196	0.763865315713776	lcl|NC_030671.1_cds_XP_017645004.1_25592	PEI eq
18887	equal	-0.210600613380032	0.758614453936827	equal	0.216710757649549	0.935836595360556	lcl|NC_030671.1_cds_XP_017642926.1_25595	PEI eq
18890	G_raimondii	-1.15610066293018	0.00021917289499897	equal	-1.49398671438807	0.591709234535874	lcl|NC_030671.1_cds_XP_017646480.1_25598	HEBl
18891	equal	0.257603072791963	0.670871745196144	G_raimondii	-2.05026056767286	0.0117459414123883	lcl|NC_030671.1_cds_XP_017644949.1_25599	HEBi
18894	equal	2.0307099123186	0.658577228887957	equal	-5.74576872523979	0.124631394297377	lcl|NC_030671.1_cds_XP_017645312.1_25602	PEI eq
18895	equal	-0.115603822834713	0.89664904060677	equal	-0.459191235674382	0.880920016006973	lcl|NC_030671.1_cds_XP_017646272.1_25604	PEI eq
18899	equal	-0.581518032493776	0.0527203671262258	equal	0.448671902516914	0.679687510870387	lcl|NC_030671.1_cds_XP_017646452.1_25610	PEI eq
18900	equal	-0.881867963589105	0.00421963360998235	equal	0.712628939264737	0.769454283797258	lcl|NC_030671.1_cds_XP_017645908.1_25611	PEI eq
18901	equal	-0.115668195638463	0.822188267117813	equal	0.381084219079636	0.738611676854133	lcl|NC_030671.1_cds_XP_017645439.1_25612	PEI eq
18906	equal	0.215487847344072	0.616945307555008	G_raimondii	-1.47808620803285	0.0451460287875953	lcl|NC_030671.1_cds_XP_017645502.1_25617	HEBi
18917	equal	0.747425316708184	0.0258805222022356	equal	-0.112834367750471	0.9795806615586	lcl|NC_030671.1_cds_XP_017646221.1_25639	PEI eq
18921	equal	-0.783663659440038	0.0361444047681991	equal	-0.755491673821454	0.268469502513464	lcl|NC_030671.1_cds_XP_017643865.1_25643	PEI eq
18926	equal	-0.160312287986364	0.741927470442258	equal	-0.239363099597076	0.89233207065466	lcl|NC_030671.1_cds_XP_017646174.1_25658	PEI eq
18928	equal	0.438307365341857	0.19128494359659	equal	-0.22153403742221	0.893742481273987	lcl|NC_030671.1_cds_XP_017646190.1_25662	PEI eq
18929	equal	-0.56807842096692	0.368563243015157	equal	0.12535346882242	0.971635022416271	lcl|NC_030671.1_cds_XP_017646513.1_25663	PEI eq
18931	G_raimondii	-1.27160303427574	1.78617193478045e-06	equal	-0.349368175656601	0.937821042280858	lcl|NC_030671.1_cds_XP_017646251.1_25665	HEBl
18932	equal	0.219479555255876	0.746653681445047	equal	0.729778293243565	0.810543291334024	lcl|NC_030671.1_cds_XP_017643683.1_25666	PEI eq
18938	G_arboreum	1.30456803304445	0.00202428125678388	equal	0.612360881012307	0.783970537741563	lcl|NC_030671.1_cds_XP_017646135.1_25677	HEBl
18940	equal	-0.214145875836603	0.751377602225888	equal	-0.700073723155514	0.74338983038421	lcl|NC_030671.1_cds_XP_017643064.1_25680	PEI eq
18948	equal	-0.0222997036016571	0.982190685094666	equal	-0.0327639502467976	0.994688915931683	lcl|NC_030671.1_cds_XP_017646267.1_25693	PEI eq
18961	equal	-0.145177675784067	0.790237307472469	equal	0.607574297458785	0.743256770563283	lcl|NC_030671.1_cds_XP_017645471.1_25710	PEI eq
18964	G_raimondii	-1.06605672651973	0.000643679001879396	equal	1.17849826384836	0.216058698744356	lcl|NC_030671.1_cds_XP_017645811.1_25716	HEBl
18971	equal	0.543390930448523	0.0559953419898866	equal	0.0974761228415109	0.951987741085601	lcl|NC_030671.1_cds_XP_017646173.1_25724	PEI eq
18973	equal	-0.663876631703145	0.0760373339170287	G_raimondii	-1.26744284403568	0.0223043601062422	lcl|NC_030671.1_cds_XP_017643394.1_25727	HEBi
18974	equal	0.502840925058579	0.417598395337037	equal	-1.00472140650886	0.697420468868449	lcl|NC_030671.1_cds_XP_017643623.1_25729	PEI eq
18975	G_arboreum	1.39316239082735	7.44386493257374e-12	equal	0.777135421668033	0.314776791419406	lcl|NC_030671.1_cds_XP_017645615.1_25732	HEBl
18976	G_arboreum	1.82728386117661	1.66025661158805e-07	equal	2.08690009889337	0.294876507259132	lcl|NC_030671.1_cds_XP_017645827.1_25733	HEBl
18988	equal	-0.0724269049981074	0.890364845450796	equal	-0.728860166985237	0.703190505268509	lcl|NC_030671.1_cds_XP_017645085.1_25749	PEI eq
18993	equal	-0.314232127837087	0.465469161941363	equal	0.66725130347533	0.790867611310351	lcl|NC_030671.1_cds_XP_017645424.1_25754	PEI eq
18994	G_arboreum	2.02865767307459	4.14093060551312e-10	G_arboreum	5.61390374938864	0.0329372727501707	lcl|NC_030671.1_cds_XP_017646263.1_25756	PEI de
18996	equal	0.67418063234787	0.218095741964656	equal	4.9427700694204	0.10836151608641	lcl|NC_030671.1_cds_XP_017643428.1_25761	PEI eq
19001	equal	0.440533956622774	0.168162597965566	equal	0.535086885110006	0.587514035730945	lcl|NC_030671.1_cds_XP_017643113.1_25766	PEI eq
19002	equal	0.357655140062103	0.257500819051617	equal	0.324954068953726	0.754388125344018	lcl|NC_030671.1_cds_XP_017643112.1_25767	PEI eq
19007	equal	-0.154617219646311	0.785099953592167	equal	-0.376399544943134	0.797840456626889	lcl|NC_030671.1_cds_XP_017645848.1_25772	PEI eq
19009	equal	-0.12625637375251	0.832216498356901	equal	0.516363516413018	0.697420468868449	lcl|NC_030671.1_cds_XP_017646321.1_25774	PEI eq
19019	equal	-0.0419998771024543	0.956708046598187	equal	-0.306173302851127	0.936068473205271	lcl|NC_030671.1_cds_XP_017645999.1_25786	PEI eq
19026	G_raimondii	-1.56273439830958	1.55582893892342e-15	equal	0.0782020061560527	0.954660111580585	lcl|NC_030671.1_cds_XP_017645753.1_25795	HEBl
19032	equal	-0.0934695801464724	0.898693831255391	equal	-0.857892935324401	0.638712650998149	lcl|NC_030671.1_cds_XP_017643013.1_25807	PEI eq
19034	equal	-0.601844389512181	0.0469320402935847	equal	-1.1559524387478	0.105552124837022	lcl|NC_030671.1_cds_XP_017645891.1_25809	PEI eq
19036	equal	0.267567218492401	0.410777347665634	equal	-0.171800956256766	0.88798570849973	lcl|NC_030671.1_cds_XP_017645785.1_25811	PEI eq
19037	G_raimondii	-1.33630841708154	1.1609751974528e-08	equal	-0.314856718279282	0.750362034717593	lcl|NC_030671.1_cds_XP_017643755.1_25813	HEBl
19039	equal	0.600628075530983	0.0381319931246174	G_arboreum	1.28855020493584	0.0451460287875953	lcl|NC_030671.1_cds_XP_017643504.1_25816	HEBi
19041	equal	-0.537903413899907	0.291199718979805	equal	0.296523982117248	0.871088543184488	lcl|NC_030671.1_cds_XP_017646008.1_25820	PEI eq
19043	equal	-0.627043081880405	0.100570766423637	equal	0.0679227393481995	0.9774400333322	lcl|NC_030671.1_cds_XP_017646009.1_25822	PEI eq
19045	equal	0.829596856733593	0.157627127894169	equal	0.372899394690941	0.902418029648536	lcl|NC_030671.1_cds_XP_017643303.1_25824	PEI eq
19047	equal	0.151803776851994	0.822697385184647	equal	-0.513054083305044	0.798013202455559	lcl|NC_030671.1_cds_XP_017643170.1_25826	PEI eq
19048	equal	0.271082963789279	0.498535904471584	equal	-0.680867744920504	0.365447702723215	lcl|NC_030671.1_cds_XP_017643828.1_25827	PEI eq
19049	equal	0.149572001507291	0.86369505368374	equal	-2.36174969051096	0.158092852657818	lcl|NC_030671.1_cds_XP_017646469.1_25828	PEI eq
19052	equal	0.547224445691912	0.172067080198111	equal	-0.139078270913625	0.954363479022016	lcl|NC_030671.1_cds_XP_017645967.1_25831	PEI eq
19058	equal	0.625102585597592	0.161826425291666	equal	-1.16572613188819	0.147698648238767	lcl|NC_030671.1_cds_XP_017643783.1_25837	PEI eq
19060	G_arboreum	3.48240163267654	2.829538171086e-16	G_arboreum	7.52581674409917	0.000108801729802284	lcl|NC_030671.1_cds_XP_017643720.1_25839	PEI de
19061	equal	0.879196716944692	0.0478612737482481	equal	-0.135040596768319	0.951987741085601	lcl|NC_030671.1_cds_XP_017643716.1_25840	PEI eq
19068	equal	-0.116226375370669	0.837690196174782	equal	-0.622876561106906	0.746720736934594	lcl|NC_030671.1_cds_XP_017643727.1_25849	PEI eq
19075	G_raimondii	-1.35575882119487	1.53640788519749e-09	equal	0.0952036770107598	0.950255016504672	lcl|NC_030671.1_cds_XP_017645805.1_25858	HEBl
19087	G_arboreum	1.36515233731091	0.000103749278004429	equal	0.661797708317739	0.610593524612862	lcl|NC_030671.1_cds_XP_017644777.1_25872	HEBl
19089	equal	0.259344169529993	0.571365372170291	equal	-0.163142982753097	0.909608511694943	lcl|NC_030671.1_cds_XP_017645366.1_25874	PEI eq
19092	equal	-0.0583831166581834	0.902636641129936	equal	0.130826636808821	0.953093520930705	lcl|NC_030671.1_cds_XP_017645465.1_25879	PEI eq
19094	equal	-0.388555718706119	0.246466343191985	equal	-0.573181231370838	0.494421286503476	lcl|NC_030671.1_cds_XP_017645367.1_25883	PEI eq
19110	equal	0.0764352423054912	0.90205652016332	equal	-0.0568622196362919	0.987656010816786	lcl|NC_030671.1_cds_XP_017643259.1_25900	PEI eq
19116	equal	-0.933171997943418	0.0292979607028103	equal	1.22698913753671	0.857178846566324	lcl|NC_030671.1_cds_XP_017643963.1_25906	PEI eq
19120	equal	0.838317387511353	0.00953879484924786	equal	0.534915800639875	0.723936510140167	lcl|NC_030671.1_cds_XP_017645836.1_25911	PEI eq
19121	equal	-0.464631811086904	0.437425718629414	G_raimondii	-5.85004691793408	0.0057835795040327	lcl|NC_030671.1_cds_XP_017643645.1_25913	HEBi
19122	equal	-0.0397526629547619	0.955449195964879	equal	-0.0520303378175821	0.987679981203811	lcl|NC_030671.1_cds_XP_017643451.1_25914	PEI eq
19123	equal	0.0761232911053093	0.906468062409042	equal	0.561127861566203	0.851490712619491	lcl|NC_030671.1_cds_XP_017645745.1_25915	PEI eq
19124	equal	0.33525863133192	0.577770519535602	G_arboreum	6.96292738124801	0.0006753274747809	lcl|NC_030671.1_cds_XP_017645744.1_25916	HEBi
19125	G_arboreum	2.09399350707566	6.42584203955842e-14	equal	0.324448282628835	0.80685083103057	lcl|NC_030671.1_cds_XP_017643721.1_25917	HEBl
19130	equal	0.172172170775919	0.768841939730959	equal	1.01127773110292	0.653196726183439	lcl|NC_030671.1_cds_XP_017645986.1_25925	PEI eq
19131	equal	-0.453720352270924	0.16496277307062	equal	-0.861360665139817	0.228142624884654	lcl|NC_030671.1_cds_XP_017643015.1_25927	PEI eq
19135	equal	0.00554609478230139	0.990421068899998	equal	-0.0595987275925236	0.970173047885025	lcl|NC_030671.1_cds_XP_017643631.1_25931	PEI eq
19143	equal	-0.668704041108495	0.121330990878618	equal	-0.132394377724422	0.958447404798736	lcl|NC_030671.1_cds_XP_017643351.1_25939	PEI eq
19144	equal	0.355702245897638	0.435417290996557	equal	0.374017609998603	0.806765906604054	lcl|NC_030671.1_cds_XP_017643799.1_25940	PEI eq
19146	equal	-0.480162265455035	0.39695609132896	equal	-0.110799784263098	0.961510853096785	lcl|NC_030671.1_cds_XP_017642989.1_25944	PEI eq
19147	equal	-0.368111197268531	0.240074358885342	equal	-0.356971300051669	0.673280681815986	lcl|NC_030671.1_cds_XP_017646003.1_25949	PEI eq
19149	equal	-0.242264336604396	0.598810385890991	equal	-0.0329013267841098	0.991310548261295	lcl|NC_030671.1_cds_XP_017645824.1_25951	PEI eq
19150	equal	-0.397425798139737	0.208610818727433	equal	0.0414335727270304	0.98124815542642	lcl|NC_030671.1_cds_XP_017646229.1_25953	PEI eq
19152	G_raimondii	-1.074912642691	4.93086538395286e-06	equal	-0.491725578325098	0.54743202618718	lcl|NC_030671.1_cds_XP_017645454.1_25955	HEBl
19155	equal	-0.358132130299577	0.320472977979636	equal	-0.632082003104204	0.378839602599027	lcl|NC_030671.1_cds_XP_017645544.1_25962	PEI eq
19157	equal	-0.325307159716825	0.561758620592975	equal	-0.198572913403701	0.944498568729153	lcl|NC_030671.1_cds_XP_017646112.1_25964	PEI eq
19158	equal	-0.864992154827346	0.000541258322679191	equal	-0.83663930091887	0.332130272578806	lcl|NC_030671.1_cds_XP_017645793.1_25965	PEI eq
19160	equal	-0.282867714754342	0.547628005231551	equal	0.405481028721592	0.8877098941652	lcl|NC_030671.1_cds_XP_017645927.1_25967	PEI eq
19166	equal	-0.416496178855975	0.474008765816454	equal	-0.166570989311824	0.953099495922449	lcl|NC_030671.1_cds_XP_017645784.1_25973	PEI eq
19167	equal	0.503779034791749	0.27275751358721	equal	1.19347703535253	0.593750089245267	lcl|NC_030671.1_cds_XP_017645783.1_25974	PEI eq
19168	equal	-0.727719531803747	0.011302437852207	equal	-0.843030952465328	0.134813980490903	lcl|NC_030671.1_cds_XP_017643148.1_25975	PEI eq
19175	equal	-0.0591727520614473	0.934727468281713	equal	0.467209041671487	0.720284357458854	lcl|NC_030671.1_cds_XP_017646200.1_25983	PEI eq
19177	equal	-0.222102540372575	0.663261571565059	equal	1.17413201516593	0.784554091200247	lcl|NC_030671.1_cds_XP_017643088.1_25985	PEI eq
19182	equal	-0.230613194225931	0.630581658440224	equal	0.797070893107719	0.610593524612862	lcl|NC_030671.1_cds_XP_017643658.1_25994	PEI eq
19183	equal	-0.332604911370812	0.408556613250792	equal	4.12433962955861	0.330498938028388	lcl|NC_030671.1_cds_XP_017644131.1_25995	PEI eq
19184	equal	-0.206834550676671	0.686166183901772	equal	-0.689074187715634	0.645129464828395	lcl|NC_030671.1_cds_XP_017644496.1_25996	PEI eq
19191	equal	0.148807230015803	0.80377443934422	equal	-0.153286027961871	0.913451735276688	lcl|NC_030671.1_cds_XP_017643282.1_26003	PEI eq
19195	equal	-1.00455103585192	0.0528725532547706	equal	-0.210031388818631	0.97377215080386	lcl|NC_030671.1_cds_XP_017644873.1_26016	PEI eq
19198	equal	-0.364129212045893	0.578524148201483	equal	-0.760883952228504	0.542704675402469	lcl|NC_030671.1_cds_XP_017643542.1_26022	PEI eq
19199	equal	-0.474202209440969	0.201490123363837	equal	0.327142284623937	0.793242073378361	lcl|NC_030671.1_cds_XP_017643387.1_26023	PEI eq
19200	equal	-0.0031273231175585	0.995410118665529	equal	-0.700686000319792	0.495219311986248	lcl|NC_030671.1_cds_XP_017646187.1_26025	PEI eq
19202	equal	-0.69311476023013	0.182029654912947	equal	-0.521762144803921	0.809547109832861	lcl|NC_030671.1_cds_XP_017644846.1_26028	PEI eq
19206	equal	-0.457965192921767	0.0784684709189461	equal	0.205625756216428	0.862853324125403	lcl|NC_030671.1_cds_XP_017645977.1_26032	PEI eq
19218	equal	-0.617707894852464	0.0642665324159938	equal	-0.998614494662528	0.332789287343398	lcl|NC_030671.1_cds_XP_017645885.1_26049	PEI eq
19219	equal	0.0265283877806748	0.968265826701438	equal	-0.668227611679427	0.776683622071719	lcl|NC_030671.1_cds_XP_017646019.1_26050	PEI eq
19220	equal	0.327207651016202	0.480898192794626	equal	0.181433722118716	0.922351219097524	lcl|NC_030671.1_cds_XP_017646114.1_26051	PEI eq
19221	equal	0.356535403057082	0.496961969869775	equal	0.0652605224767732	0.972341687852058	lcl|NC_030671.1_cds_XP_017646118.1_26054	PEI eq
19225	equal	-0.66393974171311	0.150328646226438	equal	-0.29059042697037	0.852323473303899	lcl|NC_030671.1_cds_XP_017643420.1_26063	PEI eq
19226	equal	-0.758066797512324	0.0223890705179175	equal	0.207397443462427	0.880208722975878	lcl|NC_030671.1_cds_XP_017645937.1_26064	PEI eq
19233	equal	-0.432876453150402	0.154662135694952	equal	0.0891613995548861	0.964945289166263	lcl|NC_030671.1_cds_XP_017645520.1_26074	PEI eq
19234	equal	0.496347131722356	0.489695844247716	equal	1.15562462509486	0.659157144192253	lcl|NC_030671.1_cds_XP_017643893.1_26075	PEI eq
19235	equal	-0.0749863974589943	0.927509046627255	equal	-1.35259667847889	0.646954172257288	lcl|NC_030671.1_cds_XP_017643061.1_26077	PEI eq
19257	equal	-0.294186054062749	0.542678602691461	equal	-0.570758863045384	0.640633794918972	lcl|NC_030671.1_cds_XP_017645820.1_26110	PEI eq
19259	equal	-0.175002172058273	0.743603025258812	equal	0.88316668213233	0.414267964182493	lcl|NC_030671.1_cds_XP_017643052.1_26112	PEI eq
19260	equal	0.0319121690050258	0.977987914266267	equal	-0.244929928314284	0.953099495922449	lcl|NC_030671.1_cds_XP_017643018.1_26113	PEI eq
19262	equal	-0.576159442835078	0.0617066236185366	equal	-0.217722428186657	0.851917278532711	lcl|NC_030671.1_cds_XP_017643289.1_26116	PEI eq
19263	G_raimondii	-1.29614888499009	7.84898617438769e-08	equal	0.09941811249495	0.965840989785523	lcl|NC_030671.1_cds_XP_017644525.1_26117	HEBl
19264	equal	0.346180363792715	0.546411587951515	equal	0.234006402012007	0.891267577772896	lcl|NC_030671.1_cds_XP_017643307.1_26118	PEI eq
19265	equal	-0.385507943508399	0.349689974865415	equal	-0.430385868667077	0.757453695440634	lcl|NC_030671.1_cds_XP_017646034.1_26121	PEI eq
19267	equal	-0.211944933933202	0.560344783028193	equal	0.269217407230808	0.82549738981154	lcl|NC_030671.1_cds_XP_017645751.1_26123	PEI eq
19269	equal	0.41443834534505	0.291172168526417	equal	-0.688553761503077	0.516096636016315	lcl|NC_030671.1_cds_XP_017643741.1_26126	PEI eq
19282	equal	-0.65592681476908	0.194943063113692	equal	0.430648162416738	0.795929397296118	lcl|NC_030671.1_cds_XP_017643866.1_26141	PEI eq
