parent_class_p	log2FC_p	padj_p	parent_class_h	log2FC_h	padj_h	gene_id	classification
5640	equal	0.0711229533399907	0.895531302689104	equal	0.0327954395844871	0.987656010816786	lcl|NC_030666.1_cds_XP_017626125.1_7633	PEI eq
5643	equal	-0.421842007209408	0.109645979578482	equal	-0.52844870509737	0.421862576832641	lcl|NC_030666.1_cds_XP_017626359.1_7636	PEI eq
5651	equal	-0.576190580714087	0.166926739884957	equal	-0.149972870871738	0.947806385538781	lcl|NC_030666.1_cds_XP_017626651.1_7645	PEI eq
5653	equal	-0.359179312913142	0.387073721051307	equal	0.33223991529183	0.795826674454669	lcl|NC_030666.1_cds_XP_017623849.1_7648	PEI eq
5667	equal	-0.0834812540944919	0.895691690884402	equal	-0.668966547358348	0.545643521405976	lcl|NC_030666.1_cds_XP_017624855.1_7672	PEI eq
5668	equal	0.873359721521116	0.00222981437577746	equal	0.550986045805011	0.447090968832217	lcl|NC_030666.1_cds_XP_017626061.1_7673	PEI eq
5670	equal	-0.114085246501414	0.855321352926953	equal	-0.0222465457237676	0.996697630085144	lcl|NC_030666.1_cds_XP_017626329.1_7676	PEI eq
5672	G_arboreum	1.17741808996304	0.00747315970604537	equal	0.172946096215311	0.959900472511182	lcl|NC_030666.1_cds_XP_017624283.1_7678	HEBl
5676	equal	0.0113577411741296	0.9847899870783	equal	0.684912409084138	0.598517030408242	lcl|NC_030666.1_cds_XP_017625927.1_7683	PEI eq
5677	equal	0.579596448603927	0.101370530964092	equal	0.0516140240066749	0.987679981203811	lcl|NC_030666.1_cds_XP_017623901.1_7684	PEI eq
5680	equal	-0.672732690963042	0.0271310346609816	G_raimondii	-1.44441898748556	0.00360860348217714	lcl|NC_030666.1_cds_XP_017623521.1_7688	HEBi
5681	equal	-0.537955374535111	0.0629822857485683	equal	-0.375566177358732	0.679687510870387	lcl|NC_030666.1_cds_XP_017626764.1_7689	PEI eq
5685	equal	-0.891443704842434	0.0139732652403729	equal	-2.15629005995334	0.212516879698199	lcl|NC_030666.1_cds_XP_017626601.1_7695	PEI eq
5689	equal	-0.0298193685804895	0.950875860343211	equal	0.12118719034609	0.939612528496651	lcl|NC_030666.1_cds_XP_017624859.1_7700	PEI eq
5690	G_raimondii	-1.176200086057	3.82489733454696e-08	equal	0.126444391316362	0.935128191183412	lcl|NC_030666.1_cds_XP_017624860.1_7701	HEBl
5692	equal	-0.0495253239488532	0.904893026894908	equal	-0.404775285605467	0.679011029265586	lcl|NC_030666.1_cds_XP_017625154.1_7703	PEI eq
5693	equal	0.229455156160201	0.49454347527803	equal	0.296036753749717	0.767816620737806	lcl|NC_030666.1_cds_XP_017625157.1_7704	PEI eq
5698	equal	-0.389884524227037	0.342743835043237	equal	0.524786137421944	0.718425913673058	lcl|NC_030666.1_cds_XP_017625155.1_7711	PEI eq
5699	equal	-0.302394903444047	0.380006243485553	equal	-0.0255137427068007	0.989649828313553	lcl|NC_030666.1_cds_XP_017625151.1_7712	PEI eq
5706	equal	0.419780489191968	0.535290531684371	equal	-0.807387365089402	0.815691570315141	lcl|NC_030666.1_cds_XP_017626936.1_7723	PEI eq
5710	equal	0.0515755417083387	0.930130796767059	equal	0.235511061062779	0.902418029648536	lcl|NC_030666.1_cds_XP_017626501.1_7731	PEI eq
5711	equal	-0.34759034483135	0.535290531684371	equal	0.471888124107142	0.802692619541063	lcl|NC_030666.1_cds_XP_017627051.1_7734	PEI eq
5714	equal	-0.536025121900473	0.28646421482082	equal	0.304139476110465	0.901066385723803	lcl|NC_030666.1_cds_XP_017623629.1_7738	PEI eq
5716	equal	-0.10344681931914	0.826211742417452	G_arboreum	1.63835911143475	0.00225292690899999	lcl|NC_030666.1_cds_XP_017623866.1_7740	HEBi
5720	equal	0.792070971650662	0.00532218023259835	equal	-0.113255711914519	0.95005381638393	lcl|NC_030666.1_cds_XP_017623803.1_7744	PEI eq
5721	equal	0.0840745134480024	0.885725030151669	equal	0.0531874696644341	0.9795806615586	lcl|NC_030666.1_cds_XP_017626399.1_7746	PEI eq
5723	equal	0.402513433650737	0.340157551933108	equal	-0.537613144155892	0.734916543744101	lcl|NC_030666.1_cds_XP_017623511.1_7748	PEI eq
5737	equal	-0.697070256372288	0.0628572425940391	equal	0.233141902393425	0.955569480621227	lcl|NC_030666.1_cds_XP_017627112.1_7768	PEI eq
5742	equal	0.0782993032185302	0.90205652016332	equal	0.529071011184829	0.652752484745496	lcl|NC_030666.1_cds_XP_017627076.1_7774	PEI eq
5744	equal	-0.0775631492382112	0.930956709631745	equal	-4.53528144098514	0.248055016672188	lcl|NC_030666.1_cds_XP_017623593.1_7777	PEI eq
5748	equal	-0.329843772107345	0.397745895786004	equal	0.4307946042581	0.660387262673756	lcl|NC_030666.1_cds_XP_017626414.1_7782	PEI eq
5749	equal	-0.227719137145639	0.533891117459168	equal	0.376970015889399	0.777295855261647	lcl|NC_030666.1_cds_XP_017626615.1_7783	PEI eq
5760	equal	-0.134239580212855	0.832033292402938	equal	0.869859270190073	0.0943352403755788	lcl|NC_030666.1_cds_XP_017624049.1_7795	PEI eq
5761	G_raimondii	-3.49591594600952	1.50465189723643e-06	equal	3.15002599078263	0.659157144192253	lcl|NC_030666.1_cds_XP_017626981.1_7796	HEBl
5762	G_arboreum	1.07412785815377	3.69615310313104e-06	equal	-0.526305095535882	0.394558716490262	lcl|NC_030666.1_cds_XP_017626982.1_7797	HEBl
5763	G_arboreum	1.62457791815628	1.14417283282517e-12	equal	0.346459123173182	0.702399246140368	lcl|NC_030666.1_cds_XP_017624048.1_7798	HEBl
5767	G_arboreum	1.31428536636396	2.20476933034787e-08	equal	0.826193674872788	0.106862578594973	lcl|NC_030666.1_cds_XP_017623963.1_7805	HEBl
5775	equal	0.243912532122404	0.544330859498173	equal	0.309853039976698	0.870442976778318	lcl|NC_030666.1_cds_XP_017626123.1_7814	PEI eq
5778	G_arboreum	1.12809849509492	4.86164084168359e-06	equal	-0.437203619818635	0.540560004221016	lcl|NC_030666.1_cds_XP_017624872.1_7817	HEBl
5780	equal	0.886341313627543	0.0256498448918794	equal	1.97384896867954	0.777691642480871	lcl|NC_030666.1_cds_XP_017624218.1_7819	PEI eq
5785	equal	-0.102110983758584	0.809573067728546	equal	0.151123343317713	0.910925836798265	lcl|NC_030666.1_cds_XP_017627073.1_7825	PEI eq
5802	equal	0.312676033143935	0.516590544576563	equal	-0.227490703169024	0.873506874191535	lcl|NC_030666.1_cds_XP_017626239.1_7846	PEI eq
5803	G_raimondii	-1.01734166692574	0.00263619105073239	equal	0.720901285879325	0.741321407476833	lcl|NC_030666.1_cds_XP_017626238.1_7847	HEBl
5807	equal	0.00258540057102615	0.995476521243521	equal	-0.284489504367137	0.871088543184488	lcl|NC_030666.1_cds_XP_017626390.1_7851	PEI eq
5815	equal	-0.914897670929476	0.040572467744343	equal	-0.523244030270557	0.896985465814972	lcl|NC_030666.1_cds_XP_017624137.1_7863	PEI eq
5817	equal	-0.278018943966469	0.682690835538253	equal	-0.418432715892046	0.903797732380332	lcl|NC_030666.1_cds_XP_017626798.1_7865	PEI eq
5825	equal	0.431696757156712	0.208209126497181	equal	-0.259964715397181	0.858935913513499	lcl|NC_030666.1_cds_XP_017624317.1_7874	PEI eq
5826	equal	0.000123019898533245	0.999621949118044	equal	-0.690776399755189	0.18868294743607	lcl|NC_030666.1_cds_XP_017626490.1_7875	PEI eq
5827	equal	0.467698149482451	0.358492023803097	G_raimondii	-1.4360096196316	0.0493999706352608	lcl|NC_030666.1_cds_XP_017624020.1_7876	HEBi
5828	equal	-0.161920294883455	0.689858199202731	equal	-0.90585248831218	0.0935920966403206	lcl|NC_030666.1_cds_XP_017623595.1_7879	PEI eq
5831	equal	-0.112479933198653	0.837591677645059	equal	0.0854273597615435	0.965840989785523	lcl|NC_030666.1_cds_XP_017626124.1_7882	PEI eq
5832	equal	0.0877034013472409	0.898702089217566	equal	0.96352699189535	0.460190565531888	lcl|NC_030666.1_cds_XP_017626967.1_7883	PEI eq
5842	equal	0.806986740352328	0.00501694228778096	G_arboreum	1.39410540462164	0.0057835795040327	lcl|NC_030666.1_cds_XP_017626178.1_7895	HEBi
5843	equal	0.195729234749767	0.632380322451075	equal	-0.196975499259997	0.865412340343967	lcl|NC_030666.1_cds_XP_017626177.1_7897	PEI eq
5847	equal	-0.145984715855444	0.836617967244444	equal	0.740444447389063	0.625577310465494	lcl|NC_030666.1_cds_XP_017624339.1_7901	PEI eq
5852	equal	0.102050838127047	0.899329967780839	equal	-0.353325527518661	0.878403137214419	lcl|NC_030666.1_cds_XP_017624444.1_7906	PEI eq
5857	equal	-0.190972654529201	0.693469305143548	equal	0.484089858746905	0.716970650532411	lcl|NC_030666.1_cds_XP_017624184.1_7911	PEI eq
5858	G_arboreum	1.40003113933456	7.63196465406053e-05	equal	-0.501012366373684	0.8877098941652	lcl|NC_030666.1_cds_XP_017623631.1_7912	HEBl
5860	equal	0.0535504599654085	0.920249384730373	equal	-1.26146588246569	0.359361769578779	lcl|NC_030666.1_cds_XP_017623495.1_7914	PEI eq
5861	equal	0.250402155745403	0.808235350639388	equal	1.17573218376417	0.353528602728375	lcl|NC_030666.1_cds_XP_017625314.1_7915	PEI eq
5864	equal	-0.0843877175854822	0.89664904060677	equal	0.142433811691443	0.954363479022016	lcl|NC_030666.1_cds_XP_017626443.1_7919	PEI eq
5875	G_arboreum	1.95586973812816	2.01702812434046e-08	equal	-0.432808408096849	0.722704338048477	lcl|NC_030666.1_cds_XP_017624200.1_7931	HEBl
5877	equal	-0.190478875154165	0.744692895687219	equal	0.115309368871344	0.976498901173351	lcl|NC_030666.1_cds_XP_017626812.1_7933	PEI eq
5881	equal	-0.820601095886473	0.0183412116919133	G_raimondii	-1.58971187337387	0.032076267930517	lcl|NC_030666.1_cds_XP_017624023.1_7939	HEBi
5887	equal	-0.507894774558288	0.0518769530641768	equal	0.157219070033755	0.932288359644056	lcl|NC_030666.1_cds_XP_017625935.1_7947	PEI eq
5903	equal	-0.33240690979375	0.516292382313949	G_raimondii	-1.07939942089259	0.0491694663863086	lcl|NC_030666.1_cds_XP_017626944.1_7977	HEBi
5906	equal	-0.0238842560074429	0.978404019754144	equal	-4.04420446135731	0.413866152379693	lcl|NC_030666.1_cds_XP_017624295.1_7980	PEI eq
5910	equal	-0.668659537952785	0.0197274784623328	equal	-0.0189294959796444	0.992923521192709	lcl|NC_030666.1_cds_XP_017627082.1_7986	PEI eq
5923	equal	-0.587930372704614	0.0462507537554239	equal	-0.375669450624281	0.741591765074992	lcl|NC_030666.1_cds_XP_017625911.1_7999	PEI eq
5925	equal	0.203872189342685	0.716003281310195	equal	0.181733958406342	0.932288359644056	lcl|NC_030666.1_cds_XP_017625912.1_8001	PEI eq
5927	equal	-0.245105392218008	0.572846220720656	equal	1.3043820891271	0.0806781902787767	lcl|NC_030666.1_cds_XP_017624340.1_8003	PEI eq
5928	equal	0.747619164129565	0.0450719424413181	equal	0.733966520473885	0.953099495922449	lcl|NC_030666.1_cds_XP_017626689.1_8004	PEI eq
5929	equal	0.285684158557769	0.520540790366297	equal	-0.742487426861098	0.71802613746101	lcl|NC_030666.1_cds_XP_017626391.1_8005	PEI eq
5931	equal	-0.126479598321589	0.812689922464512	equal	-0.457912342692731	0.667781240872485	lcl|NC_030666.1_cds_XP_017626195.1_8007	PEI eq
5932	equal	-0.176034285459251	0.70013796353586	equal	-0.0572358005316615	0.974009868266308	lcl|NC_030666.1_cds_XP_017626193.1_8008	PEI eq
5937	equal	-0.0541055895261006	0.920034181326141	equal	1.38944654226413	0.219370756921356	lcl|NC_030666.1_cds_XP_017626554.1_8017	PEI eq
5940	equal	-0.254364945341579	0.790997378740025	equal	-0.311842658916843	0.93612240816082	lcl|NC_030666.1_cds_XP_017626076.1_8020	PEI eq
5941	equal	-0.266675563894378	0.550613702741367	equal	-0.309096667351563	0.841533964692588	lcl|NC_030666.1_cds_XP_017626072.1_8021	PEI eq
5947	equal	0.752429775798401	0.424228132569431	equal	-0.827130082046228	0.74338983038421	lcl|NC_030666.1_cds_XP_017626882.1_8030	PEI eq
5948	equal	-0.501921303976689	0.0459091086157178	equal	-0.135799363245398	0.918728230146377	lcl|NC_030666.1_cds_XP_017623923.1_8031	PEI eq
5950	equal	-0.135225298608815	0.769945396335457	equal	0.137169786585868	0.935128191183412	lcl|NC_030666.1_cds_XP_017626115.1_8033	PEI eq
5956	equal	-0.0605688180053588	0.89664904060677	equal	-0.877983767784286	0.196716925155579	lcl|NC_030666.1_cds_XP_017623736.1_8039	PEI eq
5958	G_arboreum	1.41834566180344	1.11219623810411e-06	equal	1.07586037967381	0.400992914800778	lcl|NC_030666.1_cds_XP_017626672.1_8041	HEBl
5959	equal	-0.745937906348852	0.0467825838168431	equal	-3.63721760508839	0.607033792531738	lcl|NC_030666.1_cds_XP_017626673.1_8042	PEI eq
5963	equal	0.988179368403811	2.41854489227778e-05	G_arboreum	1.25035930046102	0.0215873675939917	lcl|NC_030666.1_cds_XP_017623833.1_8046	HEBi
5972	equal	-0.312924954399255	0.421644243243834	equal	-0.597299886967091	0.411935880977139	lcl|NC_030666.1_cds_XP_017626403.1_8056	PEI eq
5977	equal	0.0399414847571779	0.934165319374894	equal	0.22149414921484	0.89816171978513	lcl|NC_030666.1_cds_XP_017626504.1_8066	PEI eq
5978	equal	-0.288800281536572	0.606468158075436	equal	-1.07762108007905	0.309903109701379	lcl|NC_030666.1_cds_XP_017627109.1_8067	PEI eq
5979	equal	-0.515024493940216	0.0247032728615361	equal	-0.613762407361998	0.296239064743201	lcl|NC_030666.1_cds_XP_017626412.1_8070	PEI eq
5988	equal	-0.124839458920981	0.767974221760327	equal	0.931164496440647	0.0583492851682183	lcl|NC_030666.1_cds_XP_017623884.1_8083	PEI eq
5993	equal	-0.28869768026708	0.62703352715621	equal	0.841197232491417	0.790867611310351	lcl|NC_030666.1_cds_XP_017623581.1_8088	PEI eq
6000	equal	0.39746519208402	0.0726256990444759	equal	0.326619520537512	0.685599250864658	lcl|NC_030666.1_cds_XP_017624935.1_8097	PEI eq
6002	equal	-0.11542817855841	0.822138186183678	equal	0.234524177456103	0.932295869850953	lcl|NC_030666.1_cds_XP_017626187.1_8099	PEI eq
6003	equal	0.248870812126494	0.599518646265301	equal	0.898751730456351	0.585042269898694	lcl|NC_030666.1_cds_XP_017623614.1_8100	PEI eq
6006	equal	-0.42218320431416	0.441459509726671	equal	5.06377530547193	0.0879032567398765	lcl|NC_030666.1_cds_XP_017627008.1_8104	PEI eq
6007	G_arboreum	1.0122018837859	0.0149428043690413	equal	-0.707973236441143	0.659157144192253	lcl|NC_030666.1_cds_XP_017623617.1_8106	HEBl
6008	equal	0.365974689113445	0.494944382783725	equal	0.873248061425664	0.502343575836843	lcl|NC_030666.1_cds_XP_017624413.1_8107	PEI eq
6012	G_arboreum	2.00473959349416	1.59482988910667e-09	equal	0.14709590892376	0.97446764720298	lcl|NC_030666.1_cds_XP_017626844.1_8114	HEBl
6013	equal	0.542950336833866	0.484154063628458	equal	5.33135982928566	0.0526862806284839	lcl|NC_030666.1_cds_XP_017626845.1_8115	PEI eq
6017	equal	-0.327857168412853	0.549565002950222	equal	-0.410552984102625	0.810833551744506	lcl|NC_030666.1_cds_XP_017626796.1_8121	PEI eq
6018	equal	-0.192304838473327	0.837129890431592	equal	2.04210688459311	0.899266665713592	lcl|NC_030666.1_cds_XP_017626797.1_8122	PEI eq
6019	equal	-0.0387692220636973	0.925139034359679	equal	0.111394388081592	0.939323832317281	lcl|NC_030666.1_cds_XP_017626269.1_8123	PEI eq
6020	G_raimondii	-1.07229854182528	2.46061867118827e-06	equal	0.29939115636392	0.756206319763342	lcl|NC_030666.1_cds_XP_017626922.1_8127	HEBl
6021	equal	0.483863015921013	0.396204002982384	G_arboreum	2.30430313825257	0.0371433034036773	lcl|NC_030666.1_cds_XP_017624210.1_8128	HEBi
6022	equal	0.0379828413585024	0.96119282201924	G_arboreum	6.39029102065451	0.00427040000187979	lcl|NC_030666.1_cds_XP_017625186.1_8129	HEBi
6023	equal	-0.104580443692104	0.893315563789887	equal	0.0929998731821838	0.984207041780279	lcl|NC_030666.1_cds_XP_017625968.1_8130	PEI eq
6024	equal	-0.527809452066272	0.283383589813954	equal	-1.33383727999478	0.636132668134614	lcl|NC_030666.1_cds_XP_017625970.1_8131	PEI eq
6025	G_raimondii	-1.00702865095058	0.0139025593197736	equal	0.192245175707525	0.965840989785523	lcl|NC_030666.1_cds_XP_017625969.1_8132	HEBl
6028	equal	0.00989645681291295	0.983908146467404	equal	-0.0745752698060137	0.953099495922449	lcl|NC_030666.1_cds_XP_017626343.1_8135	PEI eq
6036	equal	0.536224826524185	0.19877833246879	equal	0.484872001670732	0.69048856096984	lcl|NC_030666.1_cds_XP_017623696.1_8144	PEI eq
6044	equal	-0.234244211215146	0.678116843676014	equal	-2.74191797883878	0.793555730426376	lcl|NC_030666.1_cds_XP_017627086.1_8152	PEI eq
6048	equal	0.0126400418110804	0.982883337430564	equal	0.579011746990624	0.305473142986761	lcl|NC_030666.1_cds_XP_017626040.1_8156	PEI eq
6056	equal	0.295985061155211	0.55381624473256	equal	-0.0139490822015529	0.996697630085144	lcl|NC_030666.1_cds_XP_017623603.1_8167	PEI eq
6062	equal	-0.245044677984156	0.781482682851757	equal	-0.461684387803733	0.868733583844347	lcl|NC_030666.1_cds_XP_017624093.1_8174	PEI eq
6064	equal	0.669427228157504	0.0951846975398242	equal	0.354918591215774	0.798013202455559	lcl|NC_030666.1_cds_XP_017625330.1_8176	PEI eq
6065	equal	-0.315987213135197	0.248538889424379	G_arboreum	1.75675764272529	2.37448431821454e-05	lcl|NC_030666.1_cds_XP_017623895.1_8177	HEBi
6074	equal	-0.596758657513273	0.260466068152855	equal	0.122947485532397	0.960695249466371	lcl|NC_030666.1_cds_XP_017624244.1_8196	PEI eq
6079	equal	-0.0961843337923847	0.893452181682188	equal	0.64030876420229	0.605647399330549	lcl|NC_030666.1_cds_XP_017623966.1_8201	PEI eq
6083	equal	0.158442716827889	0.803402262490172	equal	4.58138123233525	0.191987614415448	lcl|NC_030666.1_cds_XP_017625975.1_8205	PEI eq
6085	equal	0.353265636773922	0.551196394379298	equal	0.684002164770906	0.756289454674768	lcl|NC_030666.1_cds_XP_017626574.1_8207	PEI eq
6087	equal	-0.102599158076139	0.890364845450796	equal	-0.0227315307744961	0.99284482927243	lcl|NC_030666.1_cds_XP_017626331.1_8209	PEI eq
6088	equal	0.0915555971978382	0.90205652016332	equal	-0.697844731484332	0.460190565531888	lcl|NC_030666.1_cds_XP_017626332.1_8210	PEI eq
6090	equal	0.130928343257527	0.822188267117813	equal	0.430104868848758	0.667635370212478	lcl|NC_030666.1_cds_XP_017626481.1_8212	PEI eq
6096	equal	-0.475048919899175	0.41508749545694	equal	0.0505751421034204	0.992204057279075	lcl|NC_030666.1_cds_XP_017624190.1_8221	PEI eq
6100	equal	-0.0958560769344741	0.90205652016332	equal	1.27983825532258	0.544631050650235	lcl|NC_030666.1_cds_XP_017626011.1_8226	PEI eq
6101	equal	-0.367045785200006	0.588735918817015	equal	-0.082114218283202	0.965840989785523	lcl|NC_030666.1_cds_XP_017626013.1_8227	PEI eq
6103	equal	-0.765531879403303	0.00296888877171777	equal	-0.828075497504235	0.152532005866116	lcl|NC_030666.1_cds_XP_017624065.1_8229	PEI eq
6108	equal	0.229864394580092	0.551927659518917	equal	0.411291337127854	0.606762572715277	lcl|NC_030666.1_cds_XP_017626368.1_8237	PEI eq
6120	equal	-0.442234553598452	0.348170334623266	equal	-0.576990383495795	0.600140946343339	lcl|NC_030666.1_cds_XP_017624143.1_8253	PEI eq
6124	equal	-0.605920054569594	0.00917573362745958	equal	0.239293408045132	0.833344677613938	lcl|NC_030666.1_cds_XP_017626600.1_8258	PEI eq
6126	equal	-0.206647237166922	0.674676524473312	equal	0.064420089929488	0.971827306386221	lcl|NC_030666.1_cds_XP_017626855.1_8260	PEI eq
6129	equal	0.416024855720798	0.119802972495545	equal	-0.541886190725872	0.394793727809037	lcl|NC_030666.1_cds_XP_017623989.1_8264	PEI eq
6133	equal	0.122741069903983	0.854358145991687	equal	0.256439216528833	0.865412340343967	lcl|NC_030666.1_cds_XP_017626306.1_8270	PEI eq
6134	equal	0.851052824881932	0.0241311425972349	equal	0.0262783165794351	0.988204039946287	lcl|NC_030666.1_cds_XP_017625526.1_8271	PEI eq
6135	equal	-0.263256309749976	0.630324403671404	equal	-0.286024409830624	0.940757311701603	lcl|NC_030666.1_cds_XP_017626704.1_8272	PEI eq
6139	equal	0.0673378723600704	0.948015308097689	G_arboreum	5.60953844763107	0.0291283226201233	lcl|NC_030666.1_cds_XP_017625467.1_8276	HEBi
6140	equal	-0.899450797728679	0.00115197069702857	equal	0.670485721632312	0.504777244461265	lcl|NC_030666.1_cds_XP_017625924.1_8277	PEI eq
6141	equal	0.437280976383023	0.139152380463204	equal	0.655410962457726	0.393672683507137	lcl|NC_030666.1_cds_XP_017625925.1_8278	PEI eq
6142	equal	-0.0397307246692518	0.933191474723512	equal	-0.517960215661537	0.50695817418911	lcl|NC_030666.1_cds_XP_017625594.1_8279	PEI eq
6145	equal	0.50647203969942	0.103019034130501	equal	0.357292190264251	0.737363337975282	lcl|NC_030666.1_cds_XP_017623717.1_8282	PEI eq
6146	equal	-0.0717470109345478	0.905815583089991	equal	-0.466768350144905	0.815850343130455	lcl|NC_030666.1_cds_XP_017626618.1_8283	PEI eq
6147	equal	0.0339023155619632	0.945693958733757	equal	0.786221419655169	0.490035568945934	lcl|NC_030666.1_cds_XP_017626893.1_8285	PEI eq
6149	equal	-0.0432096142519721	0.943954736865099	equal	0.100616421049623	0.960504274387965	lcl|NC_030666.1_cds_XP_017624128.1_8287	PEI eq
6151	G_raimondii	-1.02152968008885	0.00540632913231965	equal	-1.34832351002338	0.285605406062075	lcl|NC_030666.1_cds_XP_017623806.1_8293	HEBl
6152	equal	-0.638460049965746	0.220138951634783	equal	-0.830223208417622	0.686851350367246	lcl|NC_030666.1_cds_XP_017624376.1_8295	PEI eq
6153	equal	0.142270599520076	0.877880861817704	equal	0.780210193028387	0.790251397756134	lcl|NC_030666.1_cds_XP_017623885.1_8296	PEI eq
6162	equal	-0.402083838845687	0.47991536260441	equal	-0.88803528441294	0.227806862961748	lcl|NC_030666.1_cds_XP_017624261.1_8306	PEI eq
6165	equal	-0.600679592118942	0.11150291214362	equal	0.716100817490892	0.316364427714543	lcl|NC_030666.1_cds_XP_017624191.1_8309	PEI eq
6166	equal	0.437715564169462	0.530524437534691	equal	0.138233433685956	0.957364063873931	lcl|NC_030666.1_cds_XP_017624277.1_8310	PEI eq
6168	equal	-0.293012633726685	0.475834950325542	equal	0.530452786046024	0.707864602129423	lcl|NC_030666.1_cds_XP_017626755.1_8319	PEI eq
6175	equal	-0.664660712713804	0.0780061110191865	equal	-0.397945789393009	0.715972676705119	lcl|NC_030666.1_cds_XP_017624270.1_8329	PEI eq
6183	equal	0.315084938655528	0.621476955384573	equal	1.11263169792501	0.954363479022016	lcl|NC_030666.1_cds_XP_017627079.1_8338	PEI eq
6185	equal	-0.195515560879739	0.686455420636841	equal	-0.569648414888472	0.621552673055472	lcl|NC_030666.1_cds_XP_017624209.1_8340	PEI eq
6189	equal	0.054868790217239	0.925028367318257	equal	0.064101529812288	0.973312569429661	lcl|NC_030666.1_cds_XP_017623778.1_8345	PEI eq
6194	equal	-0.572803204605672	0.0689744082064592	equal	0.0736679047603958	0.966399019425009	lcl|NC_030666.1_cds_XP_017626349.1_8350	PEI eq
6201	equal	-0.252519293908281	0.530174439685263	equal	-0.622364349028964	0.393455980157556	lcl|NC_030666.1_cds_XP_017626415.1_8359	PEI eq
6204	equal	0.118882813688714	0.836170579724691	G_arboreum	1.84414863398983	0.000672731562265833	lcl|NC_030666.1_cds_XP_017626605.1_8362	HEBi
6216	equal	-0.427573831844731	0.131713951186215	equal	-0.853346792354151	0.138251689001354	lcl|NC_030666.1_cds_XP_017626393.1_8377	PEI eq
6217	G_raimondii	-1.31279553720127	1.14351748431491e-08	equal	-0.0450234826292231	0.981166179162004	lcl|NC_030666.1_cds_XP_017626678.1_8379	HEBl
6219	equal	0.184033378309357	0.673156644694929	equal	-0.771654553975351	0.226925045682165	lcl|NC_030666.1_cds_XP_017625290.1_8381	PEI eq
6223	equal	-0.163570532895872	0.730600240194567	equal	0.0153717934244487	0.994254508709646	lcl|NC_030666.1_cds_XP_017626204.1_8386	PEI eq
6225	G_arboreum	1.44234598233307	2.8860593491408e-06	equal	1.03374254817215	0.380059662220801	lcl|NC_030666.1_cds_XP_017623867.1_8388	HEBl
6229	equal	-0.51379884320898	0.0299517716218201	equal	0.417684348528012	0.556345483376979	lcl|NC_030666.1_cds_XP_017623857.1_8392	PEI eq
6231	equal	-0.317764385965434	0.648489622324687	equal	0.219406208847156	0.947781123080256	lcl|NC_030666.1_cds_XP_017624047.1_8394	PEI eq
6234	equal	0.506412710903414	0.191690608977152	equal	0.455284986653684	0.766339298565051	lcl|NC_030666.1_cds_XP_017626460.1_8397	PEI eq
6239	equal	0.271033455133201	0.54967201111476	equal	-0.35819961372562	0.751019387192056	lcl|NC_030666.1_cds_XP_017626273.1_8404	PEI eq
6241	equal	-0.362254844030902	0.615765948027828	equal	0.317266662345184	0.935128191183412	lcl|NC_030666.1_cds_XP_017626913.1_8406	PEI eq
6242	equal	0.0814394060328601	0.889088218865041	equal	0.317540071144446	0.728018654544226	lcl|NC_030666.1_cds_XP_017623598.1_8408	PEI eq
6244	G_arboreum	2.81700461763104	1.5592305446613e-10	equal	-4.74198088525133	0.18868294743607	lcl|NC_030666.1_cds_XP_017624000.1_8410	HEBl
6245	equal	0.408915095090422	0.131365659049838	equal	0.148393829964295	0.89816171978513	lcl|NC_030666.1_cds_XP_017626871.1_8411	PEI eq
6246	equal	0.00155047383639619	0.998372341701192	equal	-3.29398876744327	0.662185109324776	lcl|NC_030666.1_cds_XP_017626917.1_8414	PEI eq
6248	equal	0.611686698854575	0.0611475237350462	equal	1.19137714762447	0.394793727809037	lcl|NC_030666.1_cds_XP_017626495.1_8416	PEI eq
6251	equal	-0.558026121017389	0.0711938672769885	equal	-0.0494880246759955	0.983803976191099	lcl|NC_030666.1_cds_XP_017627041.1_8422	PEI eq
6252	equal	-0.586858152871489	0.248656332727727	equal	1.17035233512117	0.565977614579768	lcl|NC_030666.1_cds_XP_017623787.1_8424	PEI eq
6253	equal	0.573915037647036	0.0715363684986264	equal	0.222120324424006	0.891056969001977	lcl|NC_030666.1_cds_XP_017626045.1_8426	PEI eq
6266	equal	-0.510125321933844	0.243616256711231	G_arboreum	5.39262852311758	0.0459227328846779	lcl|NC_030666.1_cds_XP_017626653.1_8439	HEBi
6271	equal	-0.472607649057756	0.16659343563292	G_arboreum	1.27610681921273	0.0474635916217015	lcl|NC_030666.1_cds_XP_017623548.1_8444	HEBi
6277	equal	0.764682643075819	0.0622049150978464	equal	0.142364791787401	0.972317848416231	lcl|NC_030666.1_cds_XP_017624345.1_8452	PEI eq
6278	equal	-0.809340336804978	0.136075412216934	equal	1.75054928318004	0.180514416574361	lcl|NC_030666.1_cds_XP_017623808.1_8456	PEI eq
6282	equal	0.171847659601184	0.687217717092567	equal	-0.19549686025386	0.914002055117273	lcl|NC_030666.1_cds_XP_017626376.1_8463	PEI eq
6283	equal	-0.744137185196174	0.0649643190043886	equal	4.49228871696228	0.216058698744356	lcl|NC_030666.1_cds_XP_017624451.1_8464	PEI eq
6284	equal	0.39692656781541	0.33447945071012	equal	0.212607510992678	0.886227522744143	lcl|NC_030666.1_cds_XP_017623968.1_8468	PEI eq
